Calibre:; 0,122
Masa; 2,232
Delta X; 100


;V1;V2;Temperatura (C);presion (atm);Vsonido
47;882,8715529562476;825,3746349527798;30,892624204287245;0,9965502642944065;336,20961982579746
48;405,18903282911924;377,6296995334776;30,32333759119456;1,0015274328482922;336,2466622172385
49;703,962056916734;658,2394348435367;30,362320829386647;1,003272807371017;336,86361662076496
50;491,7193582748358;458,63502369690104;33,323210802584924;0,9993830712967515;336,2840905800967
51;772,7178593944709;721,641413188669;31,26039045506775;0,9979720613818049;336,54837432939416
52;955,5178049551948;890,5708031415879;29,09431432733095;1,001381181486492;336,29037982142745
53;544,2104192367514;506,9719174763651;29,806268672521924;1,0004516850830947;336,7710226913113
54;361,22572422104065;337,42346732397596;30,454728880862262;0,9993635971230956;336,9504030447812
55;692,4410000188241;646,0634934892034;29,324915851947935;0,9972722143466392;336,67375868287365
56;189,14871277881588;176,8025664535229;34,90517693662184;1,000920571607226;336,37992296917224
57;564,4001014519246;525,2606147935963;31,58429533149223;1,0045276735092175;336,60235731423796
58;181,5582710941215;169,35322952938122;29,995535088698887;1,0013177041551622;336,19669413800847
59;333,2092958031203;311,36341652064755;32,58290252540564;1,0036456269169662;336,0357691274426
60;399,9327036709723;373,0168752469624;29,019521543493852;1,0006076154758914;336,8262667884921
61;349,7327934604156;326,83439841557134;36,344718702902355;1,0016925610351115;336,9008232537697
62;574,3580514224436;536,971810287861;34,29520933603874;1,0012024219724067;336,92014009312265
63;313,20311504569383;291,74395264391285;34,48598116682274;1,0024770799126408;336,3019365243034
64;686,2271856647707;640,412715626947;34,87011554778098;1,0020873901100404;336,0992816078902
65;780,3098664309031;730,349563864809;32,4386667062318;0,998297859746761;336,0663990644994
66;1049,6636008688333;981,5262678431803;36,181372056189446;0,9998093212097666;336,70982260820074
67;293,38361107226234;272,9912828244672;30,922319053623085;1,0001840199349745;336,16036597812854
68;412,7078609289169;384,21855566010635;29,374389787841324;1,0004909863008207;336,15048894665284
69;347,58779404322104;324,8852942037672;34,170167956713385;1,0017633316478054;336,99679940217356
70;651,4662027020164;608,7958215914865;33,569745146541436;0,9984967592154549;336,5713765303916
71;515,6627740045999;480,802493922929;31,07332537756912;1,0006316379176148;336,5454148182338
72;813,704309366508;759,2602933124095;33,57175608856619;0,9994736933295157;336,87403202252534
73;1058,89304424033;987,6164549981319;35,32206190788503;1,000626836334982;336,3029601189819
74;302,7053480946274;282,37494176653115;32,64724822235547;0,9970666351528422;336,4786727845134
75;450,4538625954716;420,28724281839277;32,39438901076096;0,99764908478445;336,3647750098903
76;263,7059697369658;246,69227858509086;32,86857105594936;0,9948024924722914;336,08883143341995
77;979,8975401496622;915,5562804686441;33,8476599178054;0,9982409716285676;336,87908741214324
78;1101,1350937669488;1025,8321308045136;27,800841481625184;0,9943568532197397;336,32041423299785
79;800,1561894646283;747,7537937333674;36,06758509065929;1,0088336394510595;336,15455776540324
